# 번호	슬러그	파일	표시폭	표시높이	원본폭	원본높이	톤	무엇을 찍은 사진인가
254	clinic-i	ws-1.jpg	620	740	1240	1480	warm	의자에 앉아 일하는 사람의 다리 (diet-situation.html)
255	clinic-i	ws-2.jpg	620	740	1240	1480	warm	책상 위의 편의점 도시락 (diet-situation.html)
256	clinic-i	ws-3.jpg	620	740	1240	1480	warm	계단을 오르는 발 (diet-situation.html)
257	clinic-i	cth-1a.jpg	266	324	532	648	warm	상담 중 메모하는 손 (diet-situation.html)
258	clinic-i	cth-1b.jpg	380	576	760	1152	warm	장식 사진 (diet-situation.html)
259	clinic-i	cth-2a.jpg	266	324	532	648	warm	한약재를 고르는 손 (diet-situation.html)
260	clinic-i	cth-2b.jpg	380	576	760	1152	warm	장식 사진 (diet-situation.html)
261	clinic-i	cth-3a.jpg	266	324	532	648	warm	가볍게 산책하는 사람 (diet-situation.html)
262	clinic-i	cth-3b.jpg	380	576	760	1152	warm	장식 사진 (diet-situation.html)
263	clinic-i	bs-center.jpg	400	560	800	1120	warm	맑은 피부의 옆얼굴 (beauty-skin.html)
264	clinic-i	bp-1.jpg	640	360	1280	720	warm	얼굴에 뷰티 약침을 놓는 장면 (beauty-skin.html)
265	clinic-i	bp-2.jpg	220	220	440	440	warm	매선 시술 도구 (beauty-skin.html)
266	clinic-i	bp-3.jpg	220	220	440	440	warm	눈가를 살피는 장면 (beauty-skin.html)
267	clinic-i	bp-4.jpg	220	220	440	440	warm	피부 관리 장비 (beauty-skin.html)
268	clinic-i	bp-5.jpg	640	360	1280	720	warm	한약재가 담긴 그릇 (beauty-skin.html)
269	clinic-i	skin-1.jpg	620	740	1240	1480	warm	팔 안쪽 피부를 살피는 장면 (beauty-skin.html)
270	clinic-i	skin-2.jpg	620	740	1240	1480	warm	거울로 턱 주변을 보는 사람 (beauty-skin.html)
271	clinic-i	skin-3.jpg	620	740	1240	1480	warm	팔을 긁는 손 (beauty-skin.html)
272	clinic-i	skin-4.jpg	620	740	1240	1480	warm	팔꿈치 피부 클로즈업 (beauty-skin.html)
273	clinic-i	bz-1.jpg	316	460	632	920	warm	약침 시술 (bruise-care.html)
274	clinic-i	bz-2.jpg	316	460	632	920	warm	등에 놓인 부항 (bruise-care.html)
275	clinic-i	bz-3.jpg	316	460	632	920	warm	달인 한약 (bruise-care.html)
276	clinic-i	bz-4.jpg	316	460	632	920	warm	추나 치료 (bruise-care.html)
277	clinic-i	csp-bg.jpg	1440	900	2880	1800	warm	장식 사진 (bruise-care.html)
278	clinic-i	csp-1.jpg	623	460	1246	920	warm	초음파 검사 장면 (bruise-care.html)
279	clinic-i	csp-2.jpg	623	460	1246	920	warm	상담 중 손을 맞잡은 장면 (bruise-care.html)
280	clinic-i	tang-room.jpg	460	560	920	1120	warm	원내 탕전실 전경 (custom-herbal.html)
281	clinic-i	hb-1.jpg	620	740	1240	1480	warm	어깨를 주무르는 손 (custom-herbal.html)
282	clinic-i	hb-2.jpg	620	740	1240	1480	warm	책상에 엎드린 사람 (custom-herbal.html)
283	clinic-i	hb-3.jpg	620	740	1240	1480	warm	따뜻한 차 한 잔 (custom-herbal.html)
284	clinic-i	hb-4.jpg	620	740	1240	1480	warm	어두운 침실의 협탁 (custom-herbal.html)
285	clinic-i	hb-bg.jpg	1440	900	2880	1800	warm	장식 사진 (custom-herbal.html)
286	clinic-i	hc-1a.jpg	266	324	532	648	warm	맥을 짚는 손 (custom-herbal.html)
287	clinic-i	hc-1b.jpg	380	576	760	1152	warm	장식 사진 (custom-herbal.html)
288	clinic-i	hc-2a.jpg	266	324	532	648	warm	약재를 저울에 다는 손 (custom-herbal.html)
289	clinic-i	hc-2b.jpg	380	576	760	1152	warm	장식 사진 (custom-herbal.html)
290	clinic-i	hc-3a.jpg	266	324	532	648	warm	상담 기록을 보는 한의사 (custom-herbal.html)
291	clinic-i	hc-3b.jpg	380	576	760	1152	warm	장식 사진 (custom-herbal.html)
292	clinic-i	tonic-center.jpg	400	560	800	1120	warm	녹용과 한약재가 놓인 나무 쟁반 (immune-tonic.html)
293	clinic-i	psl-1.jpg	400	280	800	560	warm	문진하는 장면 (immune-tonic.html)
294	clinic-i	psl-2.jpg	400	280	800	560	warm	약재를 고르는 손 (immune-tonic.html)
295	clinic-i	psl-3.jpg	400	280	800	560	warm	달력과 한약 파우치 (immune-tonic.html)
296	clinic-i	psl-4.jpg	400	280	800	560	warm	상담 기록을 넘기는 손 (immune-tonic.html)
297	clinic-i	ft-1.jpg	404	300	808	600	warm	정돈된 약재 보관함 (immune-tonic.html)
298	clinic-i	ft-2.jpg	404	300	808	600	warm	녹용 절편 (immune-tonic.html)
299	clinic-i	ft-3.jpg	404	300	808	600	warm	탕전기에서 한약을 달이는 모습 (immune-tonic.html)
300	clinic-i	kc-1.jpg	440	520	880	1040	warm	금박에 싸인 둥근 환 (immune-tonic.html)
301	clinic-i	kc-2.jpg	440	520	880	1040	warm	유리병에 담긴 경옥고 (immune-tonic.html)
302	clinic-i	im-1.jpg	300	420	600	840	warm	배를 감싸 쥔 사람 (internal-medicine.html)
303	clinic-i	im-2.jpg	300	500	600	1000	warm	따뜻한 한약 한 잔 (internal-medicine.html)
304	clinic-i	imb-1.jpg	1000	530	2000	1060	warm	스트레스형 소화불량 관리 이미지 (internal-medicine.html)
305	clinic-i	imb-2.jpg	1000	530	2000	1060	warm	허약형 소화불량 관리 이미지 (internal-medicine.html)
306	clinic-i	imb-3.jpg	1000	530	2000	1060	warm	냉한 체질 소화불량 관리 이미지 (internal-medicine.html)
307	clinic-i	imk-1.jpg	440	520	880	1040	warm	복부 침 치료 장면 (internal-medicine.html)
308	clinic-i	imk-2.jpg	440	520	880	1040	warm	정갈한 한식 밥상 (internal-medicine.html)
309	clinic-i	imr-1.jpg	900	300	1800	600	warm	장식 사진 (internal-medicine.html)
310	clinic-i	imr-2.jpg	900	300	1800	600	warm	장식 사진 (internal-medicine.html)
311	clinic-i	ibs-1.jpg	400	320	800	640	warm	한약 파우치 (internal-medicine.html)
312	clinic-i	ibs-2.jpg	400	320	800	640	warm	복부에 뜸을 뜨는 모습 (internal-medicine.html)
313	clinic-i	ibs-3.jpg	400	320	800	640	warm	창가에서 심호흡하는 사람 (internal-medicine.html)
314	clinic-i	mn-1.jpg	620	740	1240	1480	warm	부채를 든 손 (internal-medicine.html)
315	clinic-i	mn-2.jpg	620	740	1240	1480	warm	편안하게 쉬는 중년 여성 (internal-medicine.html)
316	clinic-i	mn-3.jpg	620	740	1240	1480	warm	가볍게 걷는 사람 (internal-medicine.html)
317	clinic-i	iu-1.jpg	310	460	620	920	warm	한약재 (internal-medicine.html)
318	clinic-i	iu-2.jpg	310	460	620	920	warm	침 치료 (internal-medicine.html)
319	clinic-i	iu-3.jpg	310	460	620	920	warm	정갈한 식사 (internal-medicine.html)
320	clinic-i	mh-1.jpg	620	740	1240	1480	warm	창가에 앉아 쉬는 사람 (mental-health.html)
321	clinic-i	mh-2.jpg	620	740	1240	1480	warm	어깨를 이완하는 손 (mental-health.html)
322	clinic-i	mh-3.jpg	620	740	1240	1480	warm	숲길을 걷는 사람 (mental-health.html)
323	clinic-i	mh-4.jpg	620	740	1240	1480	warm	정돈된 침실 (mental-health.html)
324	clinic-i	mh-bg.jpg	1440	900	2880	1800	warm	장식 사진 (mental-health.html)
325	clinic-i	mhm-1.jpg	1280	360	2560	720	warm	마음건강 치료 장면 1 (mental-health.html)
326	clinic-i	mc-1a.jpg	266	324	532	648	warm	상담 중인 한의사 (mental-health.html)
327	clinic-i	mc-1b.jpg	380	576	760	1152	warm	장식 사진 (mental-health.html)
328	clinic-i	mc-2a.jpg	266	324	532	648	warm	처방을 적는 손 (mental-health.html)
329	clinic-i	mc-2b.jpg	380	576	760	1152	warm	장식 사진 (mental-health.html)
330	clinic-i	mc-3a.jpg	266	324	532	648	warm	햇살 아래 산책하는 사람 (mental-health.html)
331	clinic-i	mc-3b.jpg	380	576	760	1152	warm	장식 사진 (mental-health.html)
332	clinic-i	gold-1.jpg	440	520	880	1040	warm	바쁘게 걷는 직장인 (traffic-injury.html)
333	clinic-i	gold-2.jpg	440	520	880	1040	warm	차 옆에 선 사람 (traffic-injury.html)
334	clinic-i	gold-3.jpg	440	520	880	1040	warm	목을 만지는 운전자 (traffic-injury.html)
335	clinic-i	gold-4.jpg	440	520	880	1040	warm	휴대폰으로 통화하는 사람 (traffic-injury.html)
336	clinic-i	gold-5.jpg	440	520	880	1040	warm	어깨를 돌리는 사람 (traffic-injury.html)
337	clinic-i	sy-1.jpg	520	420	1040	840	warm	뒷목을 잡은 사람 (traffic-symptoms.html)
338	clinic-i	sy-2.jpg	520	420	1040	840	warm	관자놀이를 누르는 사람 (traffic-symptoms.html)
339	clinic-i	sy-3.jpg	520	420	1040	840	warm	손을 주무르는 사람 (traffic-symptoms.html)
340	clinic-i	sy-4.jpg	520	420	1040	840	warm	허리를 짚고 선 사람 (traffic-symptoms.html)
341	clinic-i	tstep-1.jpg	746	316	1492	632	warm	약침 치료 장면 (traffic-symptoms.html)
342	clinic-i	tstep-2.jpg	746	316	1492	632	warm	추나 치료 장면 (traffic-symptoms.html)
343	clinic-i	tstep-3.jpg	746	316	1492	632	warm	스트레칭을 안내하는 장면 (traffic-symptoms.html)
344	clinic-i	spin-1a.jpg	443	576	886	1152	warm	소담한의원 진료 철학 — Care (about.html)
345	clinic-i	spin-1b.jpg	198	151	396	302	warm	장식 사진 (about.html)
346	clinic-i	spin-2a.jpg	443	576	886	1152	warm	소담한의원 진료 철학 — Detail (about.html)
347	clinic-i	spin-2b.jpg	198	151	396	302	warm	장식 사진 (about.html)
348	clinic-i	spin-3a.jpg	443	576	886	1152	warm	소담한의원 진료 철학 — Honesty (about.html)
349	clinic-i	spin-3b.jpg	198	151	396	302	warm	장식 사진 (about.html)
350	clinic-i	spec-2.jpg	560	380	1120	760	warm	추나 치료 장면 (about.html)
351	clinic-i	cml-1.jpg	300	305	600	610	warm	장식 사진 (community.html)
352	clinic-i	cml-2.jpg	300	305	600	610	warm	장식 사진 (community.html)
353	clinic-i	cml-3.jpg	300	305	600	610	warm	장식 사진 (community.html)
354	clinic-i	cml-4.jpg	300	305	600	610	warm	장식 사진 (community.html)
355	clinic-i	cml-5.jpg	300	305	600	610	warm	장식 사진 (community.html)
356	clinic-i	cml-6.jpg	300	305	600	610	warm	장식 사진 (community.html)
357	clinic-i	pn-dx-hand.jpg	200	252	400	504	warm	환자 손목을 짚어 촉진하는 한의사의 손 (diagnosis.html)
358	clinic-i	pn-mri-1a.jpg	182	238	364	476	dark	요추 영상 치료 전 예시 자리 (diagnosis.html)
359	clinic-i	pn-mri-1b.jpg	182	238	364	476	dark	요추 영상 치료 후 예시 자리 (diagnosis.html)
360	clinic-i	pn-mri-2a.jpg	182	238	364	476	dark	경추 영상 치료 전 예시 자리 (diagnosis.html)
361	clinic-i	pn-mri-2b.jpg	182	238	364	476	dark	경추 영상 치료 후 예시 자리 (diagnosis.html)
362	clinic-i	pn-mri-3a.jpg	182	238	364	476	dark	척추 전체 영상 치료 전 예시 자리 (diagnosis.html)
363	clinic-i	pn-mri-3b.jpg	182	238	364	476	dark	척추 전체 영상 치료 후 예시 자리 (diagnosis.html)
364	clinic-i	rs-about-1a.jpg	397	540	794	1080	warm	체형 분석 결과를 설명하는 한의사 (about.html)
365	clinic-i	rs-about-1b.jpg	209	264	418	528	warm	장식 사진 (about.html)
366	clinic-i	rs-about-3.jpg	1280	375	2560	750	warm	체성분 측정 장비 손잡이를 잡고 선 사람 (about.html)
367	clinic-i	rs-about-4.jpg	512	600	1024	1200	warm	상담 중 치료 계획을 적는 한의사 (about.html)
368	clinic-i	rs-about-5.jpg	512	600	1024	1200	warm	정돈된 치료 장비 (about.html)
369	clinic-i	rs-about-bg.jpg	1440	930	2880	1860	warm	장식 사진 (about.html)
370	clinic-i	rs-about-p1a.jpg	302	260	604	520	warm	증상을 설명하는 환자의 말을 듣는 한의사 (about.html)
371	clinic-i	rs-about-p1b.jpg	404	514	808	1028	warm	장식 사진 (about.html)
372	clinic-i	rs-about-p2a.jpg	302	260	604	520	warm	원목 가구와 식물로 꾸민 대기 공간 (about.html)
373	clinic-i	rs-about-p2b.jpg	404	514	808	1028	warm	장식 사진 (about.html)
374	clinic-i	rs-about-p3a.jpg	302	260	604	520	warm	햇빛이 드는 정돈된 치료실 (about.html)
375	clinic-i	rs-about-p3b.jpg	404	514	808	1028	warm	장식 사진 (about.html)
376	clinic-i	rs-doc-4w.jpg	800	340	1600	680	light	이서윤 원장 프로필 사진 (doctors.html)
377	clinic-i	dt-body-waist.jpg	720	374	1440	748	light	청바지 허리선 위로 옆구리를 손으로 잡아 보는 모습 (diet-body-type.html)
378	clinic-i	dt-body-diag.jpg	332	196	664	392	light	체성분 측정기 화면을 확인하는 상담 장면 (diet-body-type.html)
379	clinic-i	dt-body-pill.jpg	332	196	664	392	warm	한약 환 파우치와 약재가 놓인 정물 (diet-body-type.html)
380	clinic-i	dt-body-care.jpg	332	196	664	392	light	한의사가 복부 부위를 살피며 설명하는 모습 (diet-body-type.html)
381	clinic-i	dt-situ-wedding.jpg	720	374	1440	748	light	웨딩드레스 차림으로 창가에 선 신부의 뒷모습 (diet-situation.html)
382	clinic-i	dt-situ-postpartum.jpg	720	374	1440	748	warm	아기를 품에 안고 쉬는 엄마의 손과 담요 (diet-situation.html)
383	clinic-i	dt-situ-meno.jpg	720	374	1440	748	warm	햇살 드는 거실에서 따뜻한 차를 드는 중년 여성의 손 (diet-situation.html)
384	clinic-i	dt-situ-work.jpg	720	374	1440	748	light	사무실 책상 위 노트북과 물병, 서류 (diet-situation.html)
385	clinic-i	dt-situ-consult.jpg	600	500	1200	1000	light	체성분 측정기 앞에서 상담을 받는 여성 (diet-situation.html)
386	clinic-i	dt-lipo-bg.jpg	1440	994	2880	1988	light	장식 사진 (lipolysis-injection.html)
387	clinic-i	dt-lipo-1.jpg	890	316	1780	632	light	진료실 책상에서 해부 모형을 앞에 두고 자료를 살피는 한의사 (lipolysis-injection.html)
388	clinic-i	dt-lipo-2.jpg	400	790	800	1580	light	가는 약침을 손끝으로 잡고 부위를 확인하는 모습 (lipolysis-injection.html)
389	clinic-i	dt-lipo-3.jpg	412	485	824	970	light	치료실에서 누운 환자의 허리 부위를 살피는 한의사 (lipolysis-injection.html)
390	clinic-i	dt-lipo-4.jpg	760	316	1520	632	light	상담 책상에서 환자의 손목 맥을 짚는 모습 (lipolysis-injection.html)
391	clinic-i	dt-lipo-body.jpg	460	630	920	1260	light	운동복 차림으로 선 여성의 상반신과 허벅지, 얼굴은 턱 아래만 보임 (lipolysis-injection.html)
392	clinic-i	pn-rehab-l.jpg	316	420	632	840	warm	무릎을 천천히 굽혔다 펴는 재활 운동을 돕는 한의사 (rehab.html)
393	clinic-i	pn-rehab-r.jpg	316	316	632	632	light	초음파로 수술 부위 회복 상태를 확인하는 장면 (rehab.html)
394	clinic-i	dt-detox-powder.jpg	600	424	1200	848	light	작은 흰 그릇에 담긴 곡물 선식 가루와 나무 숟가락 (detox.html)
395	clinic-i	sp-bs-process-bg.jpg	1440	844	2880	1688	dark	짙은 베이지 톤의 비단 천이 부드럽게 물결치는 추상 배경 (beauty-skin.html)
396	clinic-i	sp-bs-approach.jpg	600	500	1200	1000	light	맑은 물방울 모양의 보습 젤이 놓인 장면 (beauty-skin.html)
397	clinic-i	sp-bz-chest.jpg	600	500	1200	1000	warm	니트 차림으로 가슴에 손을 얹고 앉은 사람 (bruise-care.html)
398	clinic-i	sp-bz-check-bg.jpg	1440	1034	2880	2068	light	흰 비단이 부드럽게 휘어진 밝은 아이보리 톤 추상 배경 (bruise-care.html)
399	clinic-i	sp-hb-herbs.jpg	316	424	632	848	warm	나무 접시에 종류별로 나눠 담은 한약재 (custom-herbal.html)
400	clinic-i	sp-hb-tea.jpg	316	316	632	632	warm	창가 나무 받침 위에 놓인 따뜻한 약차 한 사발 (custom-herbal.html)
401	clinic-i	sp-iu-4.jpg	310	460	620	920	light	태블릿 화면으로 치료 경과를 설명하는 한의사 (internal-medicine.html)
402	clinic-i	sp-mh-p2.jpg	462	500	924	1000	light	어깨 주변에 약침 치료를 받는 사람 (mental-health.html)
403	clinic-i	sp-mh-p4.jpg	726	300	1452	600	light	햇살 드는 방에서 눈을 감고 호흡하는 사람 (mental-health.html)
404	clinic-i	sp-mh-p3.jpg	400	766	800	1532	light	누워서 손목 혈자리에 침 치료를 받는 모습 (mental-health.html)
